Analysis Date :10-Apr-2012
ClientID :6, ClientName : , Birth Date : 19-Apr-1989, Gender : Male,
Weight : 87 kg,Height : 192 cm,IsHandicap? : False - ,
Email : ,ContactNo : ,IsLeftHanded? : False
Model : Standard Model
ClubType : Driver
SamplingRate : 240

XFactor,Spine bend,Spine tilt,Neck rotation,Neck bend,Neck tilt,Shoulder rotation,Shoulder bend,Shoulder tilt,Elbow rotation,Elbow bend,Wrist bend,Wrist tilt,Hip rotation,Hip tilt,Hip bend,Upper torso rotation,Upper torso tilt,Upper torso bend,Head rotation,Head tilt,Head bend,Arm rotation,Arm tilt,Arm bend,Forearme rotation,Forearm tilt,Forearm bend,Lefthand rotation,Lefthand tilt,Lefthand bend,Clubshaft rotation,Clubshaft tilt,Clubshaft bend,Clubface rotation,Clubface tilt,Clubface bend
7.036,6.910,9.022,-6.374,-5.805,-7.077,-101.561,-46.268,-17.628,-19.366,-7.552,14.557,35.771,-2.062,-3.155,29.428,4.974,5.867,36.338,-1.400,-1.210,30.533,-96.587,-11.761,-9.929,-115.953,72.185,-17.482,-101.396,-14.607,18.289,0.000,0.000,0.000,0.000,0.000,0.000
6.986,6.939,8.982,-6.365,-5.844,-7.115,-101.691,-46.363,-17.570,-19.270,-7.541,14.403,35.602,-2.096,-3.181,29.435,4.890,5.800,36.374,-1.476,-1.315,30.530,-96.802,-11.770,-9.989,-116.072,72.130,-17.531,-101.669,-14.584,18.071,0.000,0.000,0.000,0.000,0.000,0.000
6.874,6.977,8.894,-6.305,-5.929,-7.120,-101.747,-46.439,-17.454,-19.275,-7.572,14.342,35.437,-2.133,-3.199,29.439,4.741,5.694,36.416,-1.564,-1.425,30.488,-97.006,-11.760,-10.023,-116.281,72.069,-17.595,-101.940,-14.544,17.842,0.000,0.000,0.000,0.000,0.000,0.000
6.773,7.044,8.826,-6.212,-5.983,-7.107,-101.797,-46.566,-17.313,-19.276,-7.590,14.275,35.265,-2.175,-3.227,29.445,4.598,5.599,36.489,-1.614,-1.509,30.507,-97.199,-11.714,-10.077,-116.475,72.005,-17.667,-102.201,-14.520,17.598,0.000,0.000,0.000,0.000,0.000,0.000
6.677,7.027,8.728,-6.137,-5.881,-7.058,-101.889,-46.604,-17.115,-19.219,-7.580,14.176,35.057,-2.215,-3.252,29.448,4.462,5.477,36.475,-1.675,-1.582,30.594,-97.427,-11.638,-10.129,-116.647,71.967,-17.710,-102.471,-14.484,17.347,0.000,0.000,0.000,0.000,0.000,0.000
6.599,7.079,8.680,-6.124,-6.000,-7.076,-101.992,-46.718,-17.026,-19.211,-7.601,14.114,34.885,-2.258,-3.274,29.452,4.341,5.406,36.531,-1.783,-1.670,30.531,-97.651,-11.619,-10.187,-116.861,71.890,-17.788,-102.748,-14.431,17.097,0.000,0.000,0.000,0.000,0.000,0.000
6.501,7.138,8.575,-6.004,-6.035,-7.029,-102.076,-46.831,-16.863,-19.213,-7.626,14.064,34.701,-2.305,-3.297,29.448,4.196,5.278,36.586,-1.808,-1.751,30.552,-97.880,-11.585,-10.244,-117.093,71.816,-17.871,-103.029,-14.378,16.830,0.000,0.000,0.000,0.000,0.000,0.000
6.395,7.126,8.513,-5.890,-5.966,-7.049,-102.113,-46.873,-16.744,-19.250,-7.669,14.000,34.516,-2.349,-3.331,29.450,4.046,5.182,36.576,-1.844,-1.867,30.609,-98.067,-11.562,-10.297,-117.317,71.732,-17.966,-103.317,-14.331,16.550,0.000,0.000,0.000,0.000,0.000,0.000
6.259,7.186,8.404,-5.848,-6.053,-7.043,-102.168,-46.973,-16.585,-19.092,-7.652,13.824,34.249,-2.397,-3.360,29.452,3.862,5.044,36.638,-1.986,-2.000,30.584,-98.306,-11.542,-10.336,-117.397,71.704,-17.988,-103.573,-14.272,16.260,0.000,0.000,0.000,0.000,0.000,0.000
6.147,7.213,8.325,-5.773,-6.138,-7.029,-102.201,-47.077,-16.487,-19.113,-7.692,13.764,34.074,-2.453,-3.385,29.457,3.694,4.939,36.670,-2.079,-2.089,30.532,-98.507,-11.548,-10.407,-117.620,71.602,-18.099,-103.856,-14.193,15.974,0.000,0.000,0.000,0.000,0.000,0.000
5.996,7.213,8.216,-5.704,-6.047,-6.989,-102.210,-47.166,-16.307,-19.076,-7.697,13.639,33.867,-2.504,-3.418,29.461,3.492,4.798,36.674,-2.212,-2.191,30.627,-98.718,-11.509,-10.492,-117.793,71.522,-18.189,-104.154,-14.122,15.678,0.000,0.000,0.000,0.000,0.000,0.000
5.859,7.216,8.099,-5.694,-6.022,-6.956,-102.247,-47.234,-16.109,-19.003,-7.696,13.505,33.629,-2.556,-3.450,29.465,3.303,4.649,36.681,-2.391,-2.307,30.659,-98.944,-11.460,-10.553,-117.947,71.471,-18.248,-104.442,-14.039,15.381,0.000,0.000,0.000,0.000,0.000,0.000
5.695,7.241,8.002,-5.589,-5.969,-6.927,-102.237,-47.356,-15.995,-19.017,-7.729,13.413,33.455,-2.613,-3.483,29.463,3.082,4.519,36.704,-2.507,-2.408,30.736,-99.155,-11.476,-10.651,-118.172,71.349,-18.380,-104.759,-13.937,15.075,0.000,0.000,0.000,0.000,0.000,0.000
5.550,7.268,7.888,-5.521,-6.031,-6.952,-102.274,-47.467,-15.805,-18.924,-7.719,13.237,33.215,-2.673,-3.518,29.456,2.876,4.371,36.724,-2.645,-2.581,30.693,-99.398,-11.434,-10.742,-118.322,71.275,-18.461,-105.085,-13.859,14.754,0.000,0.000,0.000,0.000,0.000,0.000
5.387,7.315,7.758,-5.370,-6.049,-6.890,-102.292,-47.631,-15.615,-18.935,-7.734,13.137,33.048,-2.733,-3.557,29.454,2.653,4.201,36.769,-2.717,-2.689,30.720,-99.638,-11.414,-10.862,-118.573,71.155,-18.596,-105.436,-13.752,14.452,0.000,0.000,0.000,0.000,0.000,0.000
5.215,7.349,7.640,-5.236,-6.052,-6.879,-102.331,-47.780,-15.428,-18.791,-7.702,12.923,32.806,-2.800,-3.592,29.456,2.415,4.048,36.806,-2.821,-2.831,30.754,-99.915,-11.381,-10.975,-118.706,71.077,-18.677,-105.783,-13.656,14.129,0.000,0.000,0.000,0.000,0.000,0.000
5.012,7.386,7.504,-5.046,-6.165,-6.788,-102.363,-47.935,-15.216,-18.738,-7.700,12.821,32.599,-2.866,-3.635,29.454,2.146,3.869,36.840,-2.901,-2.919,30.675,-100.218,-11.347,-11.095,-118.956,70.969,-18.795,-106.135,-13.526,13.804,0.000,0.000,0.000,0.000,0.000,0.000
4.868,7.453,7.395,-5.050,-6.093,-6.848,-102.461,-48.122,-14.968,-18.685,-7.680,12.699,32.380,-2.936,-3.678,29.441,1.932,3.717,36.894,-3.118,-3.131,30.801,-100.529,-11.251,-11.228,-119.214,70.873,-18.908,-106.516,-13.422,13.472,0.000,0.000,0.000,0.000,0.000,0.000
4.672,7.539,7.256,-4.922,-6.108,-6.836,-102.521,-48.331,-14.711,-18.622,-7.665,12.591,32.153,-3.011,-3.715,29.435,1.661,3.541,36.974,-3.261,-3.296,30.866,-100.860,-11.170,-11.356,-119.482,70.773,-19.022,-106.891,-13.299,13.132,0.000,0.000,0.000,0.000,0.000,0.000
4.454,7.578,7.093,-4.764,-6.155,-6.809,-102.523,-48.506,-14.409,-18.692,-7.682,12.559,31.980,-3.084,-3.761,29.426,1.370,3.332,37.004,-3.394,-3.478,30.850,-101.153,-11.077,-11.502,-119.845,70.635,-19.183,-107.286,-13.160,12.797,0.000,0.000,0.000,0.000,0.000,0.000
4.272,7.576,6.963,-4.642,-6.179,-6.805,-102.581,-48.645,-14.145,-18.636,-7.662,12.411,31.760,-3.173,-3.804,29.414,1.099,3.159,36.990,-3.543,-3.647,30.812,-101.482,-10.987,-11.655,-120.118,70.516,-19.317,-107.707,-13.047,12.443,0.000,0.000,0.000,0.000,0.000,0.000
4.057,7.622,6.796,-4.592,-6.124,-6.730,-102.640,-48.834,-13.835,-18.597,-7.645,12.276,31.539,-3.259,-3.850,29.395,0.798,2.945,37.017,-3.794,-3.785,30.893,-101.842,-10.890,-11.817,-120.438,70.386,-19.462,-108.163,-12.913,12.077,0.000,0.000,0.000,0.000,0.000,0.000
3.839,7.676,6.638,-4.424,-6.158,-6.710,-102.680,-49.015,-13.526,-18.555,-7.630,12.148,31.309,-3.347,-3.902,29.379,0.492,2.737,37.055,-3.932,-3.973,30.897,-102.188,-10.789,-11.960,-120.743,70.272,-19.590,-108.595,-12.756,11.719,0.000,0.000,0.000,0.000,0.000,0.000
3.630,7.697,6.478,-4.259,-6.135,-6.621,-102.692,-49.166,-13.211,-18.540,-7.624,12.007,31.089,-3.443,-3.956,29.360,0.188,2.521,37.056,-4.071,-4.100,30.922,-102.505,-10.689,-12.110,-121.045,70.143,-19.734,-109.038,-12.624,11.356,0.000,0.000,0.000,0.000,0.000,0.000
3.383,7.736,6.299,-4.065,-6.054,-6.589,-102.664,-49.353,-12.912,-18.523,-7.621,11.831,30.878,-3.544,-4.007,29.337,-0.161,2.292,37.073,-4.226,-4.297,31.018,-102.825,-10.619,-12.281,-121.348,69.991,-19.901,-109.516,-12.476,10.977,0.000,0.000,0.000,0.000,0.000,0.000
3.129,7.827,6.130,-3.965,-6.114,-6.568,-102.635,-49.600,-12.602,-18.396,-7.583,11.560,30.620,-3.648,-4.063,29.316,-0.519,2.067,37.143,-4.484,-4.501,31.029,-103.154,-10.535,-12.457,-121.550,69.861,-20.040,-109.990,-12.324,10.579,0.000,0.000,0.000,0.000,0.000,0.000
2.909,7.899,5.984,-3.811,-6.154,-6.598,-102.661,-49.801,-12.300,-18.231,-7.540,11.261,30.331,-3.762,-4.120,29.297,-0.852,1.864,37.196,-4.663,-4.735,31.042,-103.513,-10.437,-12.605,-121.744,69.765,-20.145,-110.482,-12.164,10.186,0.000,0.000,0.000,0.000,0.000,0.000
2.680,7.901,5.793,-3.637,-6.100,-6.545,-102.633,-49.988,-11.968,-18.091,-7.489,10.961,30.098,-3.878,-4.178,29.278,-1.197,1.615,37.179,-4.835,-4.930,31.080,-103.830,-10.353,-12.808,-121.921,69.622,-20.297,-110.960,-11.992,9.802,0.000,0.000,0.000,0.000,0.000,0.000
2.411,8.006,5.610,-3.468,-6.171,-6.553,-102.577,-50.261,-11.620,-18.125,-7.488,10.807,29.899,-4.001,-4.241,29.245,-1.589,1.369,37.251,-5.058,-5.184,31.080,-104.166,-10.250,-13.011,-122.291,69.438,-20.499,-111.484,-11.778,9.401,0.000,0.000,0.000,0.000,0.000,0.000
2.153,8.059,5.449,-3.293,-6.021,-6.526,-102.574,-50.488,-11.248,-17.968,-7.421,10.546,29.634,-4.128,-4.301,29.219,-1.976,1.148,37.278,-5.269,-5.378,31.257,-104.550,-10.100,-13.210,-122.518,69.316,-20.631,-111.972,-11.558,9.003,0.000,0.000,0.000,0.000,0.000,0.000
1.903,8.088,5.277,-3.159,-5.980,-6.534,-102.594,-50.723,-10.885,-17.790,-7.352,10.255,29.383,-4.261,-4.373,29.192,-2.358,0.904,37.280,-5.516,-5.629,31.300,-104.951,-9.980,-13.444,-122.742,69.160,-20.796,-112.487,-11.352,8.587,0.000,0.000,0.000,0.000,0.000,0.000
1.645,8.115,5.119,-2.988,-5.964,-6.540,-102.609,-50.954,-10.502,-17.713,-7.304,10.072,29.158,-4.408,-4.447,29.162,-2.764,0.672,37.277,-5.752,-5.868,31.313,-105.373,-9.830,-13.677,-123.086,68.986,-20.981,-113.014,-11.098,8.177,0.000,0.000,0.000,0.000,0.000,0.000
1.403,8.166,4.916,-2.803,-6.041,-6.483,-102.677,-51.180,-10.044,-17.535,-7.229,9.831,28.878,-4.560,-4.521,29.122,-3.157,0.395,37.287,-5.960,-6.088,31.246,-105.834,-9.649,-13.893,-123.369,68.853,-21.122,-113.538,-10.833,7.756,0.000,0.000,0.000,0.000,0.000,0.000
1.120,8.264,4.718,-2.641,-5.961,-6.397,-102.692,-51.488,-9.582,-17.498,-7.183,9.710,28.660,-4.717,-4.596,29.088,-3.598,0.122,37.352,-6.238,-6.275,31.391,-106.289,-9.460,-14.137,-123.787,68.665,-21.320,-114.077,-10.548,7.340,0.000,0.000,0.000,0.000,0.000,0.000
0.865,8.291,4.480,-2.475,-5.932,-6.293,-102.731,-51.727,-9.039,-17.490,-7.140,9.584,28.431,-4.884,-4.678,29.048,-4.019,-0.197,37.340,-6.494,-6.490,31.408,-106.750,-9.236,-14.387,-124.241,68.466,-21.527,-114.656,-10.250,6.903,0.000,0.000,0.000,0.000,0.000,0.000
0.574,8.331,4.308,-2.250,-5.882,-6.302,-102.768,-52.011,-8.613,-17.387,-7.077,9.403,28.215,-5.058,-4.763,29.021,-4.484,-0.455,37.352,-6.734,-6.757,31.470,-107.253,-9.069,-14.659,-124.640,68.261,-21.736,-115.237,-9.951,6.479,0.000,0.000,0.000,0.000,0.000,0.000
0.282,8.354,4.131,-2.083,-5.770,-6.303,-102.819,-52.238,-8.098,-17.205,-6.987,9.164,27.927,-5.236,-4.848,28.982,-4.953,-0.717,37.335,-7.036,-7.020,31.565,-107.773,-8.814,-14.903,-124.978,68.109,-21.890,-115.814,-9.646,6.037,0.000,0.000,0.000,0.000,0.000,0.000
-0.010,8.394,3.909,-1.871,-5.724,-6.227,-102.845,-52.489,-7.553,-17.083,-6.925,8.945,27.655,-5.424,-4.939,28.945,-5.434,-1.030,37.339,-7.305,-7.257,31.615,-108.279,-8.583,-15.150,-125.362,67.925,-22.075,-116.417,-9.341,5.580,0.000,0.000,0.000,0.000,0.000,0.000
-0.325,8.434,3.681,-1.617,-5.668,-6.235,-102.791,-52.773,-7.007,-17.121,-6.889,8.832,27.451,-5.616,-5.025,28.896,-5.940,-1.344,37.330,-7.557,-7.579,31.663,-108.731,-8.351,-15.442,-125.851,67.666,-22.331,-117.020,-8.992,5.120,0.000,0.000,0.000,0.000,0.000,0.000
-0.609,8.470,3.456,-1.390,-5.654,-6.188,-102.824,-53.024,-6.442,-16.924,-6.810,8.545,27.158,-5.819,-5.126,28.849,-6.428,-1.670,37.318,-7.818,-7.858,31.664,-109.252,-8.112,-15.706,-126.176,67.478,-22.515,-117.631,-8.661,4.643,0.000,0.000,0.000,0.000,0.000,0.000
-0.899,8.481,3.237,-1.114,-5.564,-6.156,-102.841,-53.250,-5.873,-16.670,-6.727,8.191,26.824,-6.031,-5.224,28.800,-6.930,-1.987,37.281,-8.044,-8.143,31.717,-109.770,-7.860,-15.968,-126.440,67.292,-22.695,-118.249,-8.321,4.128,0.000,0.000,0.000,0.000,0.000,0.000
-1.203,8.527,2.991,-0.860,-5.499,-6.088,-102.800,-53.529,-5.320,-16.581,-6.694,7.931,26.555,-6.253,-5.327,28.751,-7.456,-2.336,37.279,-8.316,-8.424,31.779,-110.255,-7.656,-16.250,-126.837,67.033,-22.944,-118.905,-7.989,3.611,0.000,0.000,0.000,0.000,0.000,0.000
-1.515,8.558,2.793,-0.624,-5.347,-6.072,-102.793,-53.785,-4.783,-16.340,-6.621,7.573,26.248,-6.479,-5.433,28.702,-7.994,-2.640,37.260,-8.618,-8.712,31.913,-110.787,-7.423,-16.524,-127.127,66.823,-23.145,-119.553,-7.631,3.102,0.000,0.000,0.000,0.000,0.000,0.000
-1.843,8.559,2.556,-0.390,-5.219,-6.013,-102.764,-54.015,-4.154,-16.158,-6.555,7.264,25.940,-6.709,-5.544,28.654,-8.552,-2.988,37.214,-8.942,-9.000,31.994,-111.317,-7.142,-16.801,-127.475,66.596,-23.356,-120.211,-7.231,2.584,0.000,0.000,0.000,0.000,0.000,0.000
-2.133,8.590,2.322,-0.150,-5.212,-5.967,-102.788,-54.298,-3.534,-15.884,-6.465,6.873,25.639,-6.953,-5.655,28.603,-9.086,-3.333,37.193,-9.236,-9.300,31.981,-111.875,-6.868,-17.106,-127.758,66.366,-23.571,-120.885,-6.849,2.068,0.000,0.000,0.000,0.000,0.000,0.000
-2.437,8.605,2.110,0.037,-5.089,-5.953,-102.824,-54.548,-2.888,-15.628,-6.375,6.508,25.334,-7.205,-5.773,28.550,-9.642,-3.663,37.155,-9.604,-9.616,32.066,-112.465,-6.551,-17.393,-128.094,66.148,-23.769,-121.586,-6.410,1.566,0.000,0.000,0.000,0.000,0.000,0.000
