Analysis Date :10-Apr-2012
ClientID :6, ClientName : , Birth Date : 19-Apr-1989, Gender : Male,
Weight : 87 kg,Height : 192 cm,IsHandicap? : False - ,
Email : ,ContactNo : ,IsLeftHanded? : False
Model : Standard Model
ClubType : Driver
SamplingRate : 240

XFactor,Spine bend,Spine tilt,Neck rotation,Neck bend,Neck tilt,Shoulder rotation,Shoulder bend,Shoulder tilt,Elbow rotation,Elbow bend,Wrist bend,Wrist tilt,Hip rotation,Hip tilt,Hip bend,Upper torso rotation,Upper torso tilt,Upper torso bend,Head rotation,Head tilt,Head bend,Arm rotation,Arm tilt,Arm bend,Forearme rotation,Forearm tilt,Forearm bend,Lefthand rotation,Lefthand tilt,Lefthand bend,Clubshaft rotation,Clubshaft tilt,Clubshaft bend,Clubface rotation,Clubface tilt,Clubface bend
7.762,2.649,13.150,-4.722,-13.463,-8.324,-103.258,-43.816,-16.038,-20.291,-7.714,19.596,34.692,-1.413,-6.171,31.705,6.349,6.979,34.354,1.627,-1.345,20.892,-96.909,-9.059,-9.461,-117.200,72.797,-17.175,-97.604,-14.009,17.517,0.000,0.000,0.000,0.000,0.000,0.000
7.712,2.612,13.090,-4.679,-13.435,-8.321,-103.269,-43.814,-15.956,-20.287,-7.718,19.419,34.570,-1.455,-6.191,31.715,6.256,6.898,34.326,1.577,-1.423,20.891,-97.012,-9.058,-9.487,-117.299,72.766,-17.206,-97.880,-13.989,17.364,0.000,0.000,0.000,0.000,0.000,0.000
7.669,2.627,13.054,-4.595,-13.461,-8.320,-103.369,-43.858,-15.912,-20.185,-7.696,19.197,34.414,-1.497,-6.210,31.715,6.172,6.845,34.343,1.577,-1.475,20.881,-97.197,-9.067,-9.515,-117.382,72.757,-17.211,-98.185,-13.952,17.203,0.000,0.000,0.000,0.000,0.000,0.000
7.626,2.630,13.004,-4.564,-13.390,-8.302,-103.420,-43.894,-15.789,-20.206,-7.700,19.041,34.274,-1.538,-6.236,31.719,6.088,6.768,34.349,1.524,-1.534,20.959,-97.332,-9.021,-9.545,-117.538,72.724,-17.245,-98.497,-13.933,17.029,0.000,0.000,0.000,0.000,0.000,0.000
7.589,2.637,12.969,-4.533,-13.442,-8.306,-103.496,-43.935,-15.701,-20.266,-7.717,18.925,34.159,-1.587,-6.260,31.719,6.002,6.709,34.356,1.469,-1.597,20.914,-97.493,-8.992,-9.578,-117.759,72.674,-17.296,-98.833,-13.895,16.863,0.000,0.000,0.000,0.000,0.000,0.000
7.550,2.613,12.926,-4.452,-13.366,-8.326,-103.618,-43.966,-15.619,-20.187,-7.694,18.736,34.002,-1.631,-6.279,31.728,5.919,6.648,34.341,1.467,-1.678,20.975,-97.699,-8.972,-9.625,-117.886,72.649,-17.319,-99.150,-13.854,16.683,0.000,0.000,0.000,0.000,0.000,0.000
7.504,2.611,12.875,-4.450,-13.422,-8.339,-103.704,-44.030,-15.501,-20.179,-7.683,18.584,33.867,-1.686,-6.303,31.734,5.818,6.573,34.345,1.368,-1.766,20.923,-97.886,-8.929,-9.685,-118.065,72.602,-17.367,-99.481,-13.812,16.500,0.000,0.000,0.000,0.000,0.000,0.000
7.433,2.635,12.812,-4.346,-13.364,-8.328,-103.808,-44.085,-15.359,-20.219,-7.696,18.508,33.721,-1.738,-6.328,31.734,5.695,6.484,34.370,1.349,-1.843,21.006,-98.114,-8.875,-9.715,-118.333,72.562,-17.411,-99.824,-13.753,16.310,0.000,0.000,0.000,0.000,0.000,0.000
7.372,2.663,12.703,-4.288,-13.400,-8.288,-103.886,-44.172,-15.202,-20.290,-7.717,18.437,33.618,-1.797,-6.355,31.739,5.575,6.348,34.402,1.287,-1.940,21.002,-98.311,-8.854,-9.770,-118.601,72.488,-17.487,-100.164,-13.699,16.131,0.000,0.000,0.000,0.000,0.000,0.000
7.283,2.658,12.663,-4.216,-13.385,-8.351,-103.992,-44.208,-15.102,-20.200,-7.694,18.243,33.444,-1.851,-6.382,31.740,5.432,6.282,34.398,1.216,-2.070,21.013,-98.560,-8.821,-9.810,-118.760,72.471,-17.504,-100.517,-13.659,15.941,0.000,0.000,0.000,0.000,0.000,0.000
7.195,2.681,12.540,-4.163,-13.366,-8.269,-104.045,-44.292,-14.920,-20.259,-7.710,18.135,33.321,-1.909,-6.410,31.747,5.286,6.130,34.428,1.123,-2.140,21.062,-98.759,-8.791,-9.864,-119.017,72.404,-17.574,-100.882,-13.597,15.747,0.000,0.000,0.000,0.000,0.000,0.000
